followers_count,friends_count,statuses_count
4048,4670,20993
3110,1493,18112
841,865,21019
1796,937,31833
1967,214,880
124,180,12607
44,66,97
7327,7797,103082
109,116,305
362,525,6223
599,863,90248
1278,1883,1874
1667,1657,20174
1270,1172,1706
582,69,10798
1567,1226,3286
507,345,44127
91,54,750
4,11,69
129,200,2972
213,233,10921
2484,2799,33520
170,94,40755
8460,6688,39684
7240,7835,34367
19233,19230,33068
59,146,1076
154,528,8625
1285,929,19005
110,894,5903
213,102,13294
35,371,2214
1913,196,6305
55,846,85002
12,32,172
1088,1696,37457
2760,2892,81977
54903,47778,252196
14375,442,45046
2959,2582,92415
6,53,598
725,3328,18404
705,488,85812
74,319,607
1008,168,589
942,882,149181
1745,507,74668
504,154,2529
34563,416,9181
10,68,2902
49,361,2053
2303,2221,21316
552,557,8053
304,685,15255
1169,429,11168
1094,754,83773
393,30,72623
721,986,6269
536,574,10124
409,773,37629
18869,20259,78965
387,46,3630
20,114,7780
1449,2331,5534
172,1182,3353
5710,5176,22732
480,524,19181
183074,110352,80315
365,326,26574
28,114,1068
83,191,7854
346,212,150555
227,290,5249
26,34,239
1291,148,46816
2050,2748,23191
480,796,13986
6189,2532,46129
309,1163,26245
1085,981,4418
114,890,2384
824,1070,60476
18993,18831,359685
47,53,22162
96,77,47679
1537,77,75616
588,986,20394
6781,1188,211933
866,2388,54726
59,181,2406
1558,1399,1919
704,2641,77440
666,275,1232
107,209,15130
61,189,1182
434,609,34688
919,1454,9288
1025,1619,16619
575,823,1785
257,479,61054
3737,4605,33075
53,287,2104
1796,937,31833
6799,997,84770
404,522,227
603,975,65651
84,1014,18070
351,137,53353
39,643,2879
867,897,12290
110,364,8576
6663,6555,11849
21,195,778
274,364,16773
1548,4269,15697
219,274,61115
1594,960,8315
26,120,355
337,447,16384
60,162,3931
24,80,760
717,1115,25260
836,178,1448
308,256,23938
11370,12412,95352
1776,2038,11274
129,158,1277
2269,929,7606
889,407,1371
407,783,16360
2002,2148,44546
161,289,5076
37650,40232,76717
205,1431,2397
26,338,950
371,609,7810
23,95,5621
272,419,2569
118,344,850
119,211,1115
3,30,24
835,959,3505
5315,5360,11443
87,322,2663
204,247,3305
543,531,7206
3526,3547,17451
21037,22200,53979
40,33,40
520,717,36079
6751,6747,9425
517,900,14956
14480,14538,149041
1239,1981,81652
246,1830,5635
606,720,42981
195,464,10435
1,26,29
2538,2083,149270
73,40,1193
230,1509,42018
6948,7195,45399
217,366,16546
2,72,143
2538,814,19228
747,809,5906
156,140,504
740,412,3645
853,1384,1644
2306,197,37770
1877,1612,55527
168,216,17613
103468,576,34521
266,333,3666
17,98,40
89,131,1143
1762,1396,36900
1460,1106,94356
55749,49000,197563
309,865,10509
11763,11941,158198
291,466,5928
181,206,2729
882,2392,66304
503,443,7110
1,20,112
201,509,9174
104,185,3466
2959,4671,11516
16,75,7
25,110,1712
94,556,2801
467,243,4486
2172,605,73217
5,41,530
485,1565,2705
4,78,7
2,44,57
11726,12795,34668
1454,2250,7768
18,27,564
8,61,29
732,575,4538
375,1070,756
316,297,471
2959,2582,92415
2165,2876,25592
182,439,2103
46480,2565,14891
19,417,2166
6759,569,126470
1285,929,19005
62,417,1158
585,1302,39190
2048,1954,3562
551,1353,22879
6728,6578,99038
7516,5614,14415
5477,5644,30349
45,73,2194
46,108,6490
787,1617,5847
1224,1310,142596
45,77,2838
54903,47778,252196
7429,7629,11801
216,147,47885
891,395,44776
626,713,3141
446,290,31064
206,280,407
427,292,34424
21,125,16796
96,2988,12488
1274,995,70708
1190,1199,15180
17140,14202,63313
166,158,577
60,496,3163
119,204,4193
2130,496,49996
153,137,15501
75,812,8048
7033,7490,211585
588,1100,34946
13,67,1356
96,779,3927
231,391,1330
274,294,1139
153,43,18078
175,664,10398
177,238,755
49,132,596
49,470,17568
120,260,14895
31731,31501,75569
11292,12161,11056
3807,5001,41187
331,204,15667
10503,4848,165051
176,207,1473
1946,3033,97834
1762,1671,4219
169,1012,12394
97,496,26741
172,439,15780
2383,3538,38745
1065,2031,92701
215,240,11526
146,226,7442
354,313,27758
269,1179,1573
3021,2327,48645
138,141,6773
108,269,6109
164,339,14125
1272,1544,8549
101,93,21505
353,936,80360
11,4,1430
3056,1591,118406
607,653,30834
3053,732,40658
1339,4495,107378
47,186,25915
2304,4826,117366
199,121,4810
78,75,777
312,323,13880
152,374,60394
471,1166,569
12,108,587
2098,1971,2175
2509,412,20978
604,427,46798
450,865,22995
716,4552,2531
187,175,3149
48,156,8915
213,233,10921
132,229,4053
34178,33978,287232
299,367,5793
1016,604,40926
3953,4945,27541
2157,1650,75086
17157,17005,29781
1737,746,89805
24,57,443
2,7,62
195,361,293
753,299,86798
504,861,2027
728,1840,5702
1806,4753,13774
1081,473,20106
135,2299,6511
3,19,52
860,2103,17203
288,945,9003
109,893,9326
4328,4795,14496
307,162,212
59,251,6817
23741,21903,29748
1765,1833,33371
3959,4727,1009
52867,50269,266047
1108,1943,6606
831,1335,4619
1836,2224,1165
944,1292,45147
37,153,3358
508,748,21326
31,181,263
205,665,5209
1025,1991,22318
245,33,351
7,10,183
822,1206,15626
193,875,3005
355,1231,14097
997,70,1051
55749,49000,197563
1,55,436
172,618,15198
199,1353,9854
712,210,93669
165,496,6208
38,321,11584
57,151,1579
259,349,2048
975,825,45537
365,460,2936
18,60,1836
190,361,4723
595,461,15528
260,2207,12886
87,399,75408
74,556,824
12409,3377,13137
2434,2639,155959
1759,554,37243
325,157,20730
5234,2031,18671
161,529,12429
3,12,43
84,333,1457
502,392,82870
530,414,61612
10,99,835
13061,13076,32366
2273,900,252453
319,452,1762
2033,4830,31172
696,3593,87606
347,995,15447
1285,929,19005
393,731,37042
128,221,3325
176,537,1939
371,367,270
6948,531,2618
17380,18993,158904
571,1277,28071
141,255,6697
126,445,17686
2711,4006,790486
11556,51,1545
4105,4158,10239
157,663,47290
117,1206,22648
83,38,1095
722,333,90136
6,52,131
1047,1161,12576
44,116,736
81112,4497,86855
434,243,30941
688,1512,6754
4499,3607,101938
1227,1906,31033
274,242,2233
296,388,550
96,386,1069
7,69,468
20,179,15
63,1607,4460
479,269,35298
318,557,4688
83,126,35667
326,1862,13655
231,1114,86987
108,295,10776
276,484,4646
1140,1114,52663
8,46,783
359,376,3799
174,336,34136
358,586,8336
33,167,7305
419,1073,27070
248,1140,483
188,2443,4531
503,678,43299
271,1762,17677
226,380,3483
11,78,245
200,1447,397
160,273,10108
138,335,15083
742,541,54540
142,176,4687
9808,551,19022
725,1321,1825
3817,5001,52448
30,473,1313
286,167,5641
3566,3011,134722
561,2235,7983
2610,2633,39151
10,42,18
432,228,149851
1240,715,85924
1464,1461,5012
3518,2455,245739
1,3,1
613,404,66792
945,1147,76899
500,1,234
118,396,4323
371,320,21089
66,137,5094
355,259,4280
106,156,47979
200,1066,20116
160,191,2005
12,61,184
46,255,1533
323,625,2974
13,63,2439
1613,1284,18494
1747861,118,21692
946,789,47340
7,182,14
98,224,1438
44,35,4739
312,314,13925
1686,1622,9427
311,293,2923
1538,702,130927
45,85,10826
3163,4078,52118
7180,1108,105140
365,198,20028
1221,2452,14337
8504,8484,14841
52,231,17259
386,678,2870
254,229,25639
1526,1235,43028
2610,3164,48945
20135,21686,33820
76,157,13606
0,136,27
650,464,118245
231,903,22351
197,378,32139
27,295,2038
347,320,24420
499,5000,9132
189,442,6150
3056,1591,118406
339,916,81900
1560,1558,4806
14,99,246
457,221,7782
490,450,10067
398,172,3433
1617,5003,15156
72,1576,1862
875,1743,56763
1004,2263,19879
2765,4984,42058
226,422,41900
1887,3535,35193
1816,338,16407
1277,789,49833
1347,607,66902
78,109,2456
82,298,1141
31,432,6317
122,42,2888
2909,4999,250865
85,109,1275
72,102,1113
83,286,5462
151,212,2802
222,784,13793
2118,670,23001
825,554,24942
1821,1740,1812
57,52,12503
41,376,9555
2303,443,23222
3005,4998,62145
16,162,475
2959,2582,92415
1157,498,1046
156,606,4063
41030,15247,22477
472,1175,7270
478,455,7464
1720,569,30245
1285,929,19005
162,727,483
17,229,676
86,382,9954
35,255,2129
361,1298,14719
9465,9264,55207
285,1213,135
134,110,571
1,19,4
165,653,5733
4378,4993,49946
472,917,7067
6014,6611,105105
201,463,6260
123,549,2092
17710,2047,27063
2314,522,8822
1004,5000,59160
657,1529,19836
509,326,10952
773,1361,12001
183,167,1991
4274,4996,40270
3896,4938,13634
338,2607,11514
102,393,2267
233,390,5448
172,1144,4498
31,101,50
152,254,2340
1231,1925,101477
1432,1988,112823
203,425,1385
470,1223,9595
33,161,66
893,1168,5671
6388,667,91207
319,452,1762
82,82,5295
1043,515,2652
86,148,5502
53,70,269
2,71,132
33,48,87
1960,2148,21857
558,1453,2610
3478,2185,11466
103,221,10922
1988,3560,10177
2184,525,26514
588,809,62408
359,435,1916
2908,3126,7000
2753,3458,22536
108,1707,9248
516,450,1863
329,485,4833
180,852,12473
428,1334,13723
35,109,1796
87,223,3665
11893,11989,55968
2201,1295,44544
3127,1551,14252
928,961,3848
209,894,24148
56,191,3873
275,460,7098
75,169,467
659,361,910
224,223,15539
3781,3710,63242
470,653,7234
99,162,1651
2546,3381,68045
11,103,945
174,219,3611
4019,5000,195829
377,1324,27316
7942,8672,143217
320,775,3516
3552,3915,69026
41,240,965
235,191,557
752,3683,23125
11,4,1459
185,254,16646
366,331,13447
9155,9726,601498
135,64,20458
20566,21847,185138
632,1339,21358
346,388,8512
91,1121,3381
286,941,3060
139,1544,2935
144,239,13522
258,451,13715
1413,2239,36511
17,256,132
89,271,5897
391,465,3198
870,864,5255
551,800,39913
992,1834,19514
2917,3087,128038
2334,2142,7023
369,379,6006
165,155,444
834,2382,11644
661,1892,15114
1352,1193,4392
128,713,190697
215,383,6711
14,247,557
2951,3871,92090
1319,1175,63958
118,200,736
3951,2996,8555
260,499,77572
5558,5006,162793
3429,2707,10330
1553,873,39302
551,912,11118
2535,3167,38312
272,163,3288
2025,217,9603
28,74,3726
46,410,2194
2239,1393,222729
402,1029,4843
2074,360,54800
284,63,35175
880,2186,13655
1305,515,38234
47,53,22162
163,146,4153
636,285,22268
483,208,1509
96,176,419
6,113,162
612,1425,21201
136,646,9106
265,248,72748
9849,10711,49583
371,435,2301
8519,458,240346
599,653,2656
106,184,9573
832,713,31882
3754,4738,45449
2959,2582,92415
476,886,2719
1285,929,19005
1157,246,26494
57,80,265
563,148,50587
2246,2484,59943
218,96,104728
448,453,20658
158,141,56188
370,243,41722
120,368,17519
2,32,126
130,870,41628
159,433,16065
185,579,106994
1558,2093,60146
16,79,997
315,582,7307
11497,9048,97577
948,518,237053
4770,4414,48568
1336,630,15398
35,83,77
400,253,172554
31,63,173
618,439,288
2,5,78
5408,5238,102475
307,705,2291
7721,2800,29599
19,153,265
830,74,3201
468,710,1372
114,122,4178
101,199,8001
4676,4752,22294
134,174,5503
38,21,70
28,52,924
72,139,7041
199,262,45063
393,792,9739
266,790,8665
1728,1482,28938
694,975,23587
1572,3469,111052
15743,15884,158213
2037,889,57251
84,145,6795
135,1651,17693
33,444,1200
977,1852,48265
70,285,6539
1729,1647,171646
92,87,1377
3292,4623,32079
130,245,1701
1368,576,54349
281,101,138198
1368,558,19283
284,434,23576
11,23,273
213,22,6016
2137,1970,63234
6832,7514,22466
6,71,1930
329,398,64606
51,100,516
207,219,932
497,515,39388
555,584,16973
2,3,13
868,185,49221
149,613,4849
1502,653,94792
51,196,142
281,685,3294
672,663,110
1199,2125,42375
482,1440,24780
152,447,7578
266,271,8224
1506,714,3630
15656,16970,125837
288,911,24264
1056,790,79341
341,300,12810
53,50,1873
21489,21517,41126
1796,937,31833
742,732,18714
5274,5006,4608
268,203,3461
372,1296,6502
177,204,17460
2379,3017,27320
936,1052,1687
78,215,1684
43,177,258
2599,2847,96982
1097,1621,32509
3483,298,59507
185,186,776
4679,2107,2960
620,830,4570
319,1407,10343
379,225,27278
289,381,154386
469,1136,45136
3614,3841,11576
405,351,11671
2367,1181,7647
4574,323,77496
6,40,387
6160,1886,18102
46,203,4300
101,210,560
319,180,8130
27,248,7228
2246,321,36708
11391,6233,142303
182,929,29412
1405,1651,62133
895,116,1299
6460,3478,154955
16,24,62
4,78,111
239,228,7939
11128,11110,412600
17,266,319
108,171,13146
161,113,12661
6961,6854,49162
1672,958,11320
207,191,62357
491,485,128732
7314,7577,58587
231,456,9102
4,57,41
5922,4469,31678
575,967,2549
42,142,565
20,153,579
125,309,21745
4014,2615,7872
27,131,1822
15,97,375
503,521,13799
29157,3120,16211
369,1294,4549
415,157,6863
516,372,18087
186,252,509
2959,2582,92415
1804,68,25844
41,155,1016
2829,1492,62826
28,318,10144
9155,9726,601498
1425,153,5471
2,35,125
265,118,24243
85,293,2358
2392,2674,138348
19505,19086,78320
871,739,11711
246,153,43478
440,1308,70044
479,1258,134596
112,118,1382
19,164,17594
33004,20890,30349
1498,1224,86735
33,535,864
251,700,18522
1102,28,400977
270,647,2055
81,58,28079
1285,929,19005
258,344,22006
122,324,1788
489,513,8540
353,936,80360
106938,1139,132203
199,2053,9132
391,1826,21286
68,1563,9733
6077,6163,258529
183,466,2217
66,88,7209
79,443,3127
16,39,324
422,392,49372
102,395,396
246,268,393
136,164,2253
56,110,210
604,1010,119223
149,1031,3813
1220,502,90969
2,16,16
172,141,13975
8,46,783
33,82,197
152,311,5186
1664,1960,25195
37,46,1189
1158,1086,6082
72,465,931
148,365,29796
276,1736,12772
528,880,6018
31,43,32122
6304,6322,117217
127,183,15344
152,311,5186
64,507,1213
70,133,862
4048,153,5574
39,185,55
3972,5001,47356
996,955,6439
4546,2158,22748
85,269,598
456,886,15563
16,28,251
1747,1451,36150
51,163,885
657,684,20834
637,789,115884
32,143,709
451,450,2595
6504,6684,92154
27,68,841
641,298,9881
164,23,4165
0,24,42
18,99,10237
147,293,113
3433,3021,90382
448,453,20658
2758,3789,95380
330,593,375083
1286,1289,3411
153,300,29350
134,788,4083
102,125,2356
49,190,4393
2685,3741,224878
9,29,163
189,306,865
3557,4583,84551
830,704,74555
389,386,319
4550,4992,62735
3122,504,73878
30431,26921,51497
223,865,3026
721,986,6269
2563,3803,33451
3469,3473,7623
300,67,7070
494,283,21844
3238,5000,13514
1497,540,28025
206,425,3287
168,167,6559
7303,7268,37111
14314,14338,28676
8369,4597,28771
288,2327,13918
5341,652,212658
5219,4680,162833
46,56,2418
10783,268,9386
3856,2983,89002
50,316,20690
17,620,11957
110,19,5600
1154,1289,12508
1532,983,154199
426,938,4274
35,78,414
628,1526,18072
1158,1242,36492
1437,1455,12124
395,591,28245
869,657,33666
46,21,236
22,132,1216
58,174,5179
21,75,419
98,111,6643
112,153,4950
730,356,5143
27,118,3221
15741,4504,84763
13283,13680,59796
3288,3834,229826
508,390,24076
3959,4278,15655
513,270,18222
343,636,8345
290,386,7076
955,1135,148208
1449,955,9366
658,556,21960
78045,56005,332947
20135,21686,33820
161,818,5196
646,687,11951
99,343,770
10,374,4307
2,8,17
264,675,2321
155,390,23379
32,28,1997
1739,4005,125539
4796,5245,46866
1065,832,69205
148,571,2299
358,346,25113
6631,7188,410385
206,276,5701
3056,1591,118406
168,171,1877
565,603,40289
1014,2002,20954
74,311,25217
1063,2023,18221
8512,9079,62290
51,338,1449
6369,6989,78755
40,46,274
327,1071,2782
522,562,4620
416,524,149345
4199,4966,183277
9,29,1311
2545,2458,12239
4382,1,13538
165,154,498
1,46,992
62,35,806
45,149,20095
349,632,13211
1334,955,15253
884,1078,12390
52344,50799,102564
76,177,1922
1042,1511,82541
1572,3469,111062
248,239,14240
829,944,85724
47,53,22162
371,320,21089
109,106,4638
1930,1585,201853
6,114,313
1904,2138,39999
1778,4004,149466
524,449,23510
3196,5001,350804
128,331,2002
39,87,71
1086,254,11933
269,223,11309
4774,4977,77507
4,63,7585
219,1047,4515
2872,3893,11988
150,416,8802
39,59,114
3329,2180,52469
269,856,28447
355,509,2725
353,936,80360
11497,9049,97580
606,1701,9800
1410,4295,56206
3209,5595,48929
103264,42844,3280
137,367,3753
564,1333,2658
89,897,150
796,1230,44690
77,293,4708
104,1083,1319
534,280,68495
94835,7504,47952
87,229,2463
1319,1288,24284
12843,1095,95974
1086,1976,8069
1438996,49,15077
392,556,13626
1804,68,25844
142,131,4397
916,265,782
9656,2805,81107
174,192,856
7,207,152
1423,4071,16710
275,380,26899
3465,4993,10677
1518,159,8757
701,213,214555
170,45,8345
532,1197,4737
149,512,2084
2009,1971,286082
1197,107,765
77,99,832
2156,514,58453
367,1204,2430
351,357,5806
413,336,17399
1607,435,2058
11,250,660
6,19,40
369,299,14097
94,372,9457
11060,8411,45197
532,1197,4737
188269,82688,375785
519,278,9794
113,245,261
2338,4994,20401
43,134,247
297,357,23522
104,174,221
4686,2108,2964
2469,1838,21616
283,592,2328
4932,5372,43096
524,468,5109
32755,28222,37119
1623,594,5197
3702,4261,92204
2396,1915,79943
35,94,773
273,742,3931
513,330,3842
135,1712,4614
23,100,1597
282,300,8825
295,415,4432
1,28,68
314,318,2063
12,636,140
20458,10328,30590
118,293,36850
296,460,2611
171,82,10982
35,131,14327
559,689,4776
33,233,120
25,176,348
191,256,629
550,1662,7454
103,140,8634
355,1231,14114
14681,14666,100836
999,639,55727
18039,17910,10135
1270,1172,1706
727,640,2740
426,298,53635
37,52,56018
430,190,40609
296,1538,2673
12484,12660,209836
1152,538,58086
4088,4072,11971
295,509,35399
50,262,5662
4884,4997,456554
160,152,7324
9,342,234
4477,3403,32310
217,831,549
1846,1986,88996
75,608,18756
892,2234,24558
987,959,10983
57,262,2688
270,1040,2018
2435,1930,193977
6280,6093,107150
3212,105,31172
1707,1179,7701
210,584,9866
6,44,92
2545,2458,12239
4292,1501,91958
6019,5605,44112
540,1255,1885
24591,15432,64688
29,173,1780
190,189,335
1285,929,19005
12124,12212,40893
32,62,24341
164,259,2076
958,1303,58523
179,238,142
978,417,8305
3,66,5248
741,1634,23839
14,248,10174
1203,924,4520
10129,11130,53130
5701,5483,7309
491,484,1822
1607,131,5110
1569,1565,56062
163,260,2057
543,250,14953
397,977,40806
23738,21914,29757
2682,1589,69677
1522,326,23549
430,373,27290
55,196,2748
2757,1590,135053
33,97,1072
61,189,1188
78047,56005,332950
153,576,42411
47,357,9066
56,250,5275
329,1035,9573
7589,8348,116697
1101,2769,8541
41,89,390
6132,6418,132444
619,311,3997
721,337,12350
950,1330,2690
164,354,1540
1572,465,130112
526,643,47074
527,1079,58310
341,220,15417
6151,2071,12371
5,175,28792
4673,5117,36508
691,236,11268
3558,3358,5550
5356,5430,3986
3921,402,155084
45954,36415,46010
12284,7740,59516
46,148,13194
22313,23616,18574
186,258,10624
137,298,4321
66,100,13041
193,614,14568
15,66,40
6163,145,23766
480,214,7048
395,363,69370
222,1228,16657
3237,416,14026
115186,55522,692669
0,20,6
320,1946,26924
26,39,3219
2288,2317,16668
158,1758,4206
3192,3049,115297
16,16,1883
961,358,110657
2180,2689,289743
502,453,5554
3337,2540,21733
33,71,1350
4658,4554,25143
1780,1757,19089
542,820,19714
539,563,2009
627,1081,32422
108,85,6673
967,301,16094
203,148,11632
153,331,25537
33250,2450,405959
11523,11676,234067
730,322,27409
1135,684,109314
0,27,21
2767,976,225
448,453,20660
25,38,793
61122,65695,324072
1223,1924,36977
1240,1215,17625
1629,1682,50661
15,164,194
25149,8885,116356
1191,1352,57827
10205,1391,67748
125,106,4184
1532,983,154199
75,247,1908
912,111,315
723,684,20780
564,983,1759
